Avg_Salinity_Index,Rain_Temp_Ratio,Rainfall,Wind_Mean,Temp_Min,Wind_Max,Temp_Max,District,Clay,LAI,Nitrogen,Soil_Moisture_mm,pH,AP_Ratio,Temp_Mean,Avg_Humidity,Heat_Stress_Days,Silt,CN_Ratio,Crop_Name,Organic_Carbon,Transplant,NDVI_Season_Mean,LST_C,Season_Kharif 2,Season_Rabi,start_month,end_month,duration_months,no_growth_flag,Dominant_Soil_Texture_Loamy (Thịt/Phù sa)
0.4810597917310895,-1.266474841760881,-1.289277500669844,-1.11867764369022,-1.5199766647443895,-0.910569916049591,-1.2070254310526671,0.3191443749338284,-0.891427062956728,-0.7084365492883343,-0.1235955984645789,-1.2556463586123772,-0.2024862684696992,-0.8344443358438907,-1.6422778115858154,-1.4760523673815171,-0.5953191382870816,-0.3668068426489496,0.9079443205505972,0.4332502065726242,0.605855969577012,12,0.4147238181152129,-1.610580795260412,False,True,1,3,3,0,True
1.5049942066971362,0.2024680607261077,0.2640475671348744,0.5345181405348741,0.071458871539251,0.3060328614907782,1.4808366340281738,0.327295290819904,-1.4075372889367173,-0.7106158641411151,-0.5176420821302463,0.0679237143440239,-0.4833340959446996,0.0682650882312003,0.7540790603545701,0.969624358489113,1.5560936498132036,-1.3570199911350649,2.777314049858215,0.2724773835112532,1.0644173797948295,4,0.1766776000711772,0.887163535612733,False,False,0,0,0,1,True
-0.7288472147973821,1.4557145883645062,1.477824417336014,0.7468828391712512,1.4178786727645596,0.8683737008872155,-0.5845223675061174,0.3684949125800847,-1.122689568587105,0.5457689764354234,0.7228746257061148,0.993652436181965,-0.4833340959446996,-1.2623575193282284,0.618347201216818,0.747290110682692,-0.5953191382870816,1.0965525078355742,-0.3400574423956159,0.4178540209859929,0.8809928157077028,7,0.4406860304590843,-0.0864226724979422,True,False,8,1,6,0,True
-0.2122446086807999,0.158776897377246,0.1764395134779946,0.4723247889752749,1.0468548453905144,1.2360580958771932,-0.1333282865634617,0.4003881814502247,0.7894565145518736,0.181708427114992,0.1099134288928535,1.0566871688722848,0.5196938593231548,-1.0603309093337814,0.5633118227142677,0.3026216150698502,-0.5953191382870816,-0.2709797637631956,-0.6928680673635326,0.4178540209859929,-0.2215058939649236,10,0.4243913307560647,0.3395315611414705,True,False,11,2,4,0,True
0.6690673376127985,1.005465652379922,1.0342771714529349,0.3523688953637296,0.1134615689778221,-0.0454301631319953,1.213015548548844,0.2178338623962127,-0.2061003694423145,-1.0968044959706549,-0.0214353989957021,0.369286545751396,-0.6839396869982698,-0.1786486506747671,0.63015300935211,0.0802873672634292,1.4216303505569357,0.3978133909602905,-0.1610192147999568,0.2724773835112532,-0.0010061520303986,4,0.128453827360101,-0.2993357032000421,False,False,5,7,3,0,True
1.038574950165454,0.1656755021165399,0.2012452798295717,1.5588798061737963,0.5731577576110729,0.1005621701728492,0.5036515924144037,0.3431025017213935,-1.5231685417519063,-0.1911807976886868,0.6790916830765958,-0.7365234991687963,-0.4030918595232694,-0.4785214694332095,0.641881354212477,0.3026216150698502,0.1218184577463468,1.5956518770322057,0.3655638075402173,0.2724773835112532,1.4624877103668923,3,0.2843704036936797,0.4459044149977566,False,False,4,7,4,0,True
-1.688460769013852,-0.9477593028055014,-1.0653595678668717,-0.7807982872511738,-1.4966418328340725,-1.0403408789872306,-1.050193263880087,0.4287022321756697,-1.3821548188065538,2.6255040071490465,2.795267243503329,-1.1128803297361738,-0.4030918595232694,-0.2889167026543994,-1.5332118156996513,-0.8090496239622545,-0.5953191382870816,1.851190754060881,-1.1088686550122695,0.4332502065726242,2.5981589475871907,11,0.5118091536297626,-2.031804607340217,False,True,12,2,3,0,True
0.5158083172377472,-0.4188662727929662,-0.3572499704436579,0.7446155687542934,0.290806291496234,-0.2130509902597793,1.5266798828940045,0.4287022321756697,-1.3821548188065538,0.6540830726982707,2.795267243503329,-0.67229883907153,-0.4030918595232694,-0.8623352494123699,0.80850688375967,0.0802873672634292,1.8250202483257392,1.851190754060881,-1.1088686550122695,0.2724773835112532,2.5981589475871907,4,0.2671469327157075,0.4352118294119521,False,False,0,0,0,1,True
-2.433976345184478,-1.266474841760881,-1.2910319360110163,-2.4692067568864378,-1.610982509194627,-2.824691619379772,-0.8378666375541314,0.5598868802881992,-1.0860260006213136,3.068769513765373,0.3288281420404472,-1.6897681002038267,-1.285756460158984,-0.603104021776116,-1.7055268033951851,-1.0313838717686754,-0.5953191382870816,-1.2112829753296492,-0.8139821625017728,0.4332502065726242,-0.0419839801775222,7,0.6953705680427207,-0.96483257913456,False,True,0,0,0,1,True
-0.2830440500616061,-0.5862724144664991,-0.5154902913544065,0.7369601968758519,0.0994606698316316,0.0573051825269694,2.026130015274376,0.4531410212608111,-0.6178604404427437,-0.5985271886667334,-0.4738591395007279,-0.8967460854097821,1.522721814591009,2.1885403834977035,0.9095367146187942,-0.1420468805429917,2.0043046473340964,2.4161712399914674,0.9395393018910072,0.2724773835112532,0.0360690258169996,6,0.3670210897373056,1.7051163121323571,False,False,6,8,3,0,True
-1.9801355289025964,0.93969895386532,0.934729210613076,0.1247280300792266,0.8858445052093248,0.6574958861135513,-0.3287652948862164,0.4287022321756697,-1.3821548188065538,2.318871341762544,2.795267243503329,1.0405116162824255,-0.4030918595232694,-0.6069258574700601,0.5275275025356546,0.0802873672634292,-0.5953191382870816,1.851190754060881,-1.1088686550122695,0.4178540209859929,2.5981589475871907,8,0.507816116388428,-0.3846545700867662,True,False,9,1,5,0,True
-0.3598404201469006,0.3445793183555626,0.3494138423002559,-0.0372588090179601,0.8671766396810713,0.3060328614907782,-0.0175137631129414,0.3191443749338284,-0.891427062956728,-0.1368055594054985,-0.1235955984645789,1.0512868127667443,-0.2024862684696992,-0.1327659840686199,0.5228948949175954,0.3026216150698502,-0.5953191382870816,-0.3668068426489496,0.9079443205505972,0.4178540209859929,0.605855969577012,9,0.3580076522609602,0.4229750413998096,True,False,9,5,9,0,True
